Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
LawEnforcement-Suspicious Package,200 Monroe Street,Manhattan,06/05/2012 09:23:01 AM,06/05/2012 11:10:52 AM,40.712398869922886,-73.98449658583561
Structural-Collapse,225 5 Avenue,Brooklyn,06/07/2012 05:00:41 PM,06/08/2012 07:09:14 AM,40.67567882510255,-73.98094685176183
Utility-Water Main,64-11 Queens Blvd,Queens,06/08/2012 08:45:05 AM,06/08/2012 10:49:57 AM,40.74106750125888,-73.90098154631441
Structural-Sink Hole,210 Smith St.,Brooklyn,10/16/2013 03:59:58 PM,10/17/2013 10:59:14 AM,40.68452378168486,-73.99197029536518
Weather-Snow,,Brooklyn,11/24/2014 10:47:32 AM,11/24/2014 10:56:03 AM,,
Fire-1st Alarm,83 Elizabeth St,Manhattan,07/18/2013 02:53:09 PM,07/19/2013 04:36:58 AM,40.718040330183264,-73.99606429584637
HazMat-Powder,200 Vesey Street,Manhattan,07/22/2013 05:08:27 PM,07/25/2013 10:56:45 AM,40.71444646344487,-74.01549306873008
HazMat-Aerosol,6 East 44 Street,Manhattan,10/23/2013 01:56:43 PM,10/23/2013 03:43:14 PM,40.754604178793926,-73.97953826410794
LawEnforcement-Missing Person,1483 Bushwick Avenue,Brooklyn,10/22/2013 04:30:35 PM,10/23/2013 07:27:24 PM,40.68330092628021,-73.90723281529753
Fire-1st Alarm,50 West 44th Street,Manhattan,12/25/2013 06:18:25 PM,12/25/2013 07:02:20 PM,40.75545264592046,-73.98155568847133
Structural-Stability Problem,1353  Myrtle Avenue,Brooklyn,12/21/2013 04:50:49 PM,12/26/2013 10:40:11 AM,40.6983074032991,-73.92324582065018
Transportation-Train Subway,1 Grand Central Terminal,Manhattan,02/19/2014 02:30:35 AM,02/20/2014 07:04:17 AM,40.752520497911625,-73.97730475021692
Transportation-Train Subway,West 31st Street  & 7th Avenue,Manhattan,02/21/2014 09:36:24 AM,02/21/2014 10:31:40 AM,40.74910250107202,-73.99200582083958
Fire-School,1825 Prospect Avenue,Bronx,04/30/2014 03:34:17 PM,04/30/2014 04:54:53 PM,40.84208396056616,-73.8911163341796
Transportation-Disabled Train,West 34th Street & 7th Avenue,Manhattan,04/30/2014 07:44:24 PM,04/30/2014 09:42:40 PM,40.7509907832196,-73.99062326583427
Weather-Flooding,,Brooklyn,08/21/2015 10:00:03 AM,08/21/2015 10:25:31 AM,,
Utility-Manhole,111 East 210th Street,Bronx,03/08/2015 02:32:38 PM,03/10/2015 10:19:52 AM,40.87988443596491,-73.88048062321847
Fire-Other,Henry Hudson Parkway  & George Washington Bridge,Manhattan,03/10/2015 09:18:47 AM,03/10/2015 02:49:26 PM,,
Transportation-Train Subway,Grand Central Station,Manhattan,04/06/2015 09:59:40 AM,04/06/2015 11:14:13 AM,40.74459573303223,-73.98310254477414
Utility-Water Service Line,National Street & 43 Avenue,Queens,04/13/2015 09:02:09 AM,04/13/2015 10:57:00 PM,40.71400364095638,-73.82998933154158
Weather-Flooding,4099 Ocean Avenue,Brooklyn,02/08/2016 07:57:38 AM,02/10/2016 02:07:46 AM,40.58062749437824,-73.94784310949908
Structural-Partial Collapse,1773 East 19 Street,Brooklyn,03/10/2015 02:11:24 PM,03/10/2015 02:49:44 PM,40.607040612371,-73.95407095703463
Fire-3rd Alarm,11 Kenmore Street,Staten Island,03/10/2015 04:51:48 PM,03/10/2015 08:18:29 PM,40.561962487953885,-74.17832698578788
Fire-3rd Alarm,1295 5 Avenue,Manhattan,03/11/2015 12:06:16 AM,03/11/2015 04:41:42 AM,40.79715186890628,-73.94901341309001
HazMat-Fuel,829 East 226 Street,Bronx,03/11/2015 06:44:28 PM,03/12/2015 11:03:14 AM,40.88728385356393,-73.8561853596568
Utility-Gas Main Rupture,155 West 35 Street,Manhattan,04/15/2015 02:11:14 AM,04/15/2015 03:01:09 AM,40.751182770826944,-73.9889882608122
Utility-Power Outage,1 Richmond Terrace,Staten Island,04/16/2015 11:12:09 PM,04/17/2015 12:14:52 AM,40.642412326168994,-74.07522010662183
Law Enforcement-Other,450 East 42nd Street,manhattan,04/09/2015 02:49:12 PM,04/17/2015 03:52:49 PM,40.74846460049632,-73.96911352980337
Structural-Collapse,2nd Avenue & East 7th Street,Manhattan,03/26/2015 03:30:31 PM,,40.727975808459114,-73.98811896783015
Utility-Water Main,77-08 Broadway,Queens,12/25/2016 01:35:27 PM,12/25/2016 08:44:55 PM,40.71400364095638,-73.82998933154158
Utility-Steam Main,East 57th Street & 1st Avenue,Manhattan,03/26/2015 09:14:00 PM,03/27/2015 10:33:19 AM,40.75830818098281,-73.96292570462641
Utility-Steam Main,East 57 Street & 1st Avenue,Manhattan,03/26/2015 08:34:18 PM,03/27/2015 11:03:50 AM,40.75830818098281,-73.96292570462641
Utility-Water Service Line,428 Columbia Street,Brooklyn,08/23/2011 10:59:18 PM,08/23/2011 11:07:30 PM,40.67664362019074,-74.00675612414197
Structural-Damaged Water Tank,135 Richards St,Brooklyn,08/23/2011 03:42:58 PM,08/23/2011 11:18:26 PM,40.67709622964047,-74.01047314506876
Fire-4th Alarm,112-12 Jamaica Avenue,Queens,08/22/2011 05:49:00 PM,08/24/2011 10:53:02 AM,40.697497329377796,-73.83621542830127
LawEnforcement-Suspicious Package,38-3 21 St,Queens,12/02/2011 10:27:49 AM,12/02/2011 10:59:28 AM,40.757323740804665,-73.93924395400619
LawEnforcement-Suspicious Package,3rd Avenue & 90th Street,Manhattan,12/02/2011 10:20:08 AM,12/02/2011 12:46:27 PM,40.78138746225633,-73.95212360289162
Structural-Stability Problem,1859 Nostrand Ave,Brooklyn,12/03/2011 05:11:21 PM,12/03/2011 07:16:09 PM,40.64040665309886,-73.94844496577115
LawEnforcement-Suspicious Vehicle,8220 Fort Hamilton Parkway,Brooklyn,12/04/2011 11:06:53 AM,12/04/2011 11:42:21 AM,40.622297784203994,-74.02185127028054
LawEnforcement-Suspicious Package,Knapp Street & Avenue X,Brooklyn,12/04/2011 01:46:49 PM,12/04/2011 02:32:11 PM,40.59463750477364,-73.93301142911771
Utility-Steam,40 Ave & Vernon Blvd,Queens,12/05/2011 06:55:45 AM,12/05/2011 08:04:25 AM,40.75779911423549,-73.94581296003453
Structural-Stability Problem,32  Milbank Road,Staten Island,06/20/2013 10:29:44 AM,06/20/2013 01:18:34 PM,40.56101500497133,-74.1023865288902
Fire-Sensitive Location,West 181 Street & Fort Washington Avenue,Manhattan,06/20/2013 05:10:04 PM,06/21/2013 01:38:45 AM,40.850907391725904,-73.93828373230161
Fire-2nd Alarm,151 West 34 Street,Manhattan,10/25/2013 08:36:43 PM,10/25/2013 10:40:10 PM,40.75043897321828,-73.98929516428778
Utility-Water Service Line,1845  Broadway,Manhattan,10/30/2013 11:51:56 AM,10/30/2013 12:56:23 PM,40.769267024621406,-73.98211505425199
Fire-4th Alarm,2860 Valentine Avenue,Bronx,10/27/2013 05:20:17 PM,11/01/2013 08:06:04 PM,40.869825738314645,-73.88934623633094
HazMat-High Carbon Monoxide,61-11 188 st,Queens,12/26/2013 12:35:54 PM,12/26/2013 12:58:08 PM,40.7402532288926,-73.78639049253643
Structural-Car into Building,1700 Richmond Avenue,Staten Island,12/26/2013 11:07:41 PM,12/27/2013 12:34:36 AM,40.607033865033706,-74.162402975437
Utility-Steam Condition,East 69th Street & Madison Avenue,Manhattan,12/31/2013 05:19:21 PM,12/31/2013 07:25:22 PM,40.76984552793655,-73.96684721714807
Fire-Hospital,327 Beach 19th Street,Queens,01/01/2014 01:46:51 AM,01/01/2014 03:11:02 AM,40.59856042512571,-73.75276047233783
Structural-Scaffold,401 East Tremont Avenue,Bronx,01/01/2014 08:29:32 AM,01/01/2014 09:16:35 AM,40.84763976424327,-73.90081567704081
Utility-Gas Service Line,250 East 30 Street,Manhattan,12/15/2014 10:57:15 PM,12/17/2014 10:33:42 AM,40.742719286294424,-73.9788057262296
Utility-Water Service Line,50 Central Park South,Manhattan,12/06/2016 12:02:38 PM,12/09/2016 06:40:07 PM,40.71442154062271,-74.00607638041981
Structural-Life Safety Violations,2028 East 9 Street,Brooklyn,12/16/2016 12:35:45 PM,12/26/2016 06:25:34 PM,40.59972440715677,-73.96242613555688
Fire-3rd Alarm,343 East 66 Street,Manhattan,03/27/2015 01:39:32 AM,03/27/2015 10:13:39 PM,40.76454603093584,-73.96007759374963
Utility-Network Condition,East 37 Street & 2nd Avenue,MANHATTAN,03/26/2015 08:23:54 AM,03/27/2015 10:48:57 PM,40.74668183123529,-73.97449534442578
Fire-1st Alarm,3202 Clarendon Road,Brooklyn,03/28/2015 09:39:03 AM,03/28/2015 12:33:00 PM,40.64336473442923,-73.94669503531117
Fire-2nd Alarm,314 East 78 Street,Manhattan,04/08/2015 05:10:07 AM,04/08/2015 07:51:04 AM,40.77239959464492,-73.95496781790867
Structural-Earthquake,Citywide,Citywide,08/23/2011 02:31:34 PM,08/25/2011 04:15:13 AM,,
Structural-Collapse,2131 Adam Clayton Powell Blvd,Manhattan,08/20/2011 05:38:04 PM,08/25/2011 12:15:14 PM,40.8102764093206,-73.94737054134116
Structural-Stability Problem,409 92nd Street,Brooklyn,08/25/2011 11:59:30 AM,08/25/2011 03:10:13 PM,40.618255616260676,-74.02998694539447
Fire-2nd Alarm,2912 Bruner Avenue,Bronx,08/25/2011 03:53:12 PM,08/25/2011 06:48:10 PM,40.86976879937394,-73.83674565342538
Structural-Retaining Wall Collapse,173 Wright Street,Staten Island,08/28/2011 10:59:35 AM,08/28/2011 03:01:33 PM,40.62879028803921,-74.08088207356033
Fire-10-76 (Commercial High Rise),1290 Avenue of the Americas,Manhattan,08/28/2011 11:05:31 AM,08/28/2011 03:02:09 PM,40.76085673875629,-73.97971683065786
Structural-Cracks,4151 Broadway,Manhattan,06/21/2013 06:33:57 PM,06/22/2013 05:32:38 PM,40.84657902437818,-73.93834557851532
Structural-Scaffold,1165 Park Ave,Manhattan,06/23/2013 01:25:11 PM,06/23/2013 05:46:22 PM,40.78424009472899,-73.95422316264535
LawEnforcement-Suspicious Package,58-65  52 Road,Queens,11/02/2013 03:42:15 PM,11/02/2013 05:21:10 PM,40.73441971929934,-73.90760186203777
Rescue-Confined Space,80 Lafayette Street,Manhattan,11/03/2013 05:21:42 PM,11/03/2013 07:31:45 PM,40.717068738561075,-74.00178565092229
Structural-Sidewalk Shed,45 East 45 Street,Manhattan,01/02/2014 01:17:40 AM,01/02/2014 01:38:59 PM,40.754537904813,-73.97739790740295
Medical-Nursing Home Relocation,430 East 80 St.,Manhattan,01/04/2014 01:58:38 PM,01/04/2014 04:58:07 PM,40.7725599657734,-73.9511190422222
Fire-3rd Alarm,1228 College Avenue,Bronx,01/03/2014 02:11:00 AM,01/04/2014 09:27:33 PM,40.833733765231074,-73.91279776493845
LawEnforcement-Suspicious Package,70 West 45 Street,Manhattan,01/04/2014 08:26:12 PM,01/04/2014 09:54:19 PM,40.75628156188681,-73.98157350644406
Utility-Water Main,695 Park Avenue,Manhattan,10/04/2015 11:38:46 AM,10/05/2015 10:18:45 AM,40.76897226530922,-73.96536747507501
Structural-Other,750 Drake Street,Bronx,11/04/2015 08:38:07 AM,11/04/2015 10:36:07 AM,40.81622361571975,-73.88308414108302
Utility-Gas High Pressure,Vandalia Ave & Elton Street,Brooklyn,03/17/2017 12:10:19 PM,03/17/2017 04:41:04 PM,40.65562441833333,-73.87345682876884
Fire-10-76 (Commercial High Rise Fire),,Brooklyn,03/17/2017 02:46:33 PM,03/17/2017 04:54:11 PM,,
Structural-Scaffold,206 East 36 Street,Manhattan,03/12/2015 10:49:09 AM,03/12/2015 01:43:02 PM,40.74683327999605,-73.97680142941473
Fire-3rd Alarm,7 East 84 Street,Manhattan,03/14/2017 03:04:32 AM,,40.71442154062271,-74.00607638041981
HazMat-High Carbon Monoxide,104 Euclid Avenue,Brooklyn,03/12/2015 06:02:51 PM,03/12/2015 07:13:34 PM,40.68598208029868,-73.87483190070401
Fire-School,310 Crown Street,Brooklyn,03/13/2015 09:41:22 AM,03/13/2015 10:23:25 AM,40.66621360827879,-73.94960012715465
Fire-Other,985 Bronx River Avenue,Bronx,03/13/2015 05:40:50 PM,03/13/2015 08:11:08 PM,40.82774165018119,-73.84143690066861
Structural-Construction Accident,225 Havemeyer Street,Brooklyn,04/21/2015 11:39:31 AM,04/21/2015 01:08:31 PM,,
Utility-Water Main,Broadway & East 13 Street,Manhattan,04/21/2015 10:52:28 PM,04/23/2015 01:05:40 AM,40.7339788444873,-73.99094318939288
Structural-Scaffold,175 Pearl Street,Brooklyn,04/22/2015 07:13:04 PM,04/23/2015 01:39:05 AM,40.69945221784031,-73.98783193084721
Rescue-Confined Space,219 East 44 Street,Manhattan,04/24/2015 12:02:47 PM,04/24/2015 03:02:38 PM,40.75180865083418,-73.97287643441436
Law Enforcement-Suspicious Package,1 Liberty Island,Manhattan,04/24/2015 12:58:12 PM,04/24/2015 03:24:58 PM,40.689886647683686,-74.04533704566148
Law Enforcement-Suspicious Package,34-13 99 Street,Queens,04/24/2015 03:58:26 PM,04/24/2015 04:32:48 PM,40.755014685256604,-73.86908951454922
Fire-Collapse,437 Beach 7 Street,Queens,03/14/2017 10:47:27 AM,03/14/2017 12:38:51 PM,40.71400364095638,-73.82998933154158
Structural-Falling Debris,104 Broad Street,Manhattan,03/17/2017 12:04:23 PM,03/17/2017 06:18:08 PM,40.71442154062271,-74.00607638041981
Structural-Demolition,,Brooklyn,03/17/2017 11:21:02 PM,03/18/2017 01:13:40 AM,,
Fire-Other,2280 Grand Avenue,Bronx,03/19/2017 05:54:01 PM,03/19/2017 07:34:23 PM,40.859162889556785,-73.9055725669196
HazMat-Fuel,East 39th Street and Second Ave,Manhattan,03/16/2015 09:19:29 AM,03/16/2015 11:20:33 AM,40.74792500234233,-73.9736070430265
Utility-Other,202 Jay Street,Brooklyn,03/16/2015 02:37:41 PM,03/16/2015 04:41:22 PM,,
Structural-Scaffold,195 Greenpoint Avenue,Brooklyn,03/17/2015 10:21:15 PM,03/18/2015 12:50:07 PM,40.730444818972295,-73.95173083963653
Fire-Residential,35-50 Leverich Street,Queens,03/20/2015 04:40:52 PM,03/21/2015 10:23:21 AM,40.74991951823368,-73.89500245247108
HazMat-Other,300 West 44 Street,Manhattan,04/26/2015 06:24:13 PM,04/26/2015 08:01:58 PM,40.758706146025034,-73.98927578749486
Utility-Electrical,Rockaway Parkway & Linden Boulevard,Brooklyn,04/30/2014 10:55:31 PM,05/01/2014 12:00:41 AM,40.6541334189655,-73.91232974956823
Fire-Explosion,33-00 47 Ave,Queens,05/01/2014 07:03:38 PM,05/01/2014 10:41:48 PM,40.74263525611566,-73.93194599915351
Structural-Life Safety Violations,33 Arden Street,Mamhattan,12/10/2014 11:31:20 AM,12/10/2014 05:20:06 PM,40.861967529236985,-73.92713854059718
Fire-2nd Alarm,595 East 170th Street,Bronx,12/14/2014 05:56:25 PM,12/14/2014 10:09:38 PM,40.834385631916824,-73.90090048331452
Structural-Falling Debris,163 West 125 Street,Manhattan,12/18/2014 03:42:41 PM,12/18/2014 08:53:07 PM,40.80864336871679,-73.94752355089395
Utility-Gas Low Pressure,Marmion Avenue & East 176th Street,Bronx,01/24/2015 09:56:16 AM,01/24/2015 08:18:22 PM,40.84148313592648,-73.88852237590217
Law Enforcement-Device,Jerome Avenue & Mosholu Parkway,Bronx,01/24/2015 09:51:58 PM,01/24/2015 11:03:23 PM,40.879748710325266,-73.88466120059488
Fire-10-76 (Commercial High Rise Fire),60 East 42 Street,Manhattan,01/25/2015 03:07:05 PM,01/25/2015 04:00:32 PM,40.75257567157465,-73.9787664973167
Structural-Collapse,652 Kent Avenue,Brooklyn,12/09/2016 07:01:48 PM,12/10/2016 03:24:34 AM,40.700997632036206,-73.96324900263858
Fire-2nd Alarm,122 Lexington Ave,Manhattan,12/26/2016 05:26:00 PM,12/26/2016 07:53:22 PM,40.71442154062271,-74.00607638041981
Fire-2nd Alarm,97 Himrod Street,Brooklyn,04/08/2015 05:50:10 AM,04/08/2015 08:04:55 AM,40.69611468736856,-73.92377846271815
Utility-Gas Service Line,181 Schaefer Street,Brooklyn,04/08/2015 11:42:20 AM,04/08/2015 12:48:14 PM,40.689439431785445,-73.90812012953955
Structural-Partial Collapse,2370 Atlantic Ave,Brooklyn,08/29/2011 07:37:16 AM,08/29/2011 05:12:22 PM,40.67609531685356,-73.90652180591128
LawEnforcement-Suspicious Package,Mulberry St & Bayard St,Manhattan,08/29/2011 05:29:25 PM,08/29/2011 06:19:38 PM,40.71591869580196,-73.99932182508893
Structural-Partial Collapse,150-13 87th Ave,Queens,08/29/2011 04:23:30 PM,08/29/2011 11:11:04 PM,40.70820029810477,-73.80683615268147
Utility-Water Main,White Plains Road & Mace Avenue,Bronx,06/08/2012 04:42:54 AM,06/08/2012 06:42:33 PM,40.863212610387784,-73.86742317586138
HazMat-High Carbon Monoxide,87-20 96th Street,Queens,12/18/2014 11:56:09 PM,12/19/2014 04:00:00 PM,40.69401846533323,-73.84937554587445
Transportation-Other,,Brooklyn,11/21/2015 12:36:36 AM,11/21/2015 10:42:46 PM,,
Utility-Other,5 Avenue & 23 Street,Brooklyn,12/06/2016 03:59:54 PM,12/10/2016 11:10:08 AM,40.66022111591286,-73.99457850039664
Fire-1st Alarm,126 West 53rd Street,Manhattan,12/25/2016 10:42:56 PM,12/27/2016 12:18:52 PM,40.71442154062271,-74.00607638041981
Law Enforcement-Suspicious Package,,Brooklyn,04/08/2015 08:50:19 PM,04/08/2015 09:19:47 PM,,
Utility-Other,175 West 13 St,Manhattan,04/08/2015 07:08:44 PM,04/09/2015 11:26:11 AM,40.714430432219785,-74.00609860896282
Fire-3rd Alarm,711 7th Avenue,Manhattan,08/30/2011 02:29:56 AM,08/30/2011 05:08:36 AM,40.75954547756238,-73.98437732186935
HazMat-Liquid,150 55th Street,Brooklyn,08/30/2011 03:54:10 PM,08/30/2011 05:32:42 PM,40.64694065898867,-74.02092961613678
LawEnforcement-Suspicious Package,65-30 Kissena Blvd,Queens,08/30/2011 06:36:57 PM,08/30/2011 07:51:50 PM,40.736706628607266,-73.81470292143396
Utility-Water Main,485 Lexingotn Ave,Manhattan,08/31/2011 08:22:41 AM,08/31/2011 09:35:03 AM,,
Utility-Manhole,95 Legion St,Brooklyn,12/07/2011 05:21:16 PM,12/08/2011 11:19:06 AM,40.66677167639029,-73.91778861231857
Fire-10-76 (Commercial High Rise Fire),460 Park Avenue South,Manhattan,12/19/2014 12:06:25 PM,12/19/2014 01:03:26 PM,40.745091416711084,-73.98280362505992
Medical-EMS MCI (Multiple Casualty Incident),58-17 Woodside Avenue,Queens,12/19/2014 05:18:21 PM,12/20/2014 10:34:54 AM,40.74560352299962,-73.9062835300447
Fire-2nd Alarm,374 Utica Avenue,Brooklyn,12/20/2014 02:46:43 PM,12/20/2014 06:21:07 PM,40.665523516164114,-73.93144433489006
Law Enforcement-Mobilization,Vernon Avenue & Marcy Avenue,Brooklyn,12/20/2014 02:59:13 PM,12/21/2014 12:55:28 AM,40.69463824440375,-73.94905935288806
Aviation-Large Aircraft,,Queens,01/26/2015 03:51:08 AM,01/26/2015 07:39:01 AM,,
Fire-Manhole,Astoria Blvd & 108 St,Queens,01/29/2015 09:26:00 PM,01/30/2015 02:19:43 PM,,
Fire-2nd Alarm,97 Bond Street,staten island,01/30/2015 09:47:43 PM,01/31/2015 01:01:45 AM,,
Transportation-Train Ground Level,,Manhattan,01/28/2015 07:13:23 PM,01/31/2015 09:32:51 AM,40.75309311532774,-73.97712302970886
Utility-Other,2501 grand concourse,Bronx,12/18/2015 03:34:44 AM,12/18/2015 11:57:56 AM,40.862713032347706,-73.89695015581012
Utility-Other,5 Avenue & 23 Street,Brooklyn,12/06/2016 03:59:54 PM,,40.66022111591286,-73.99457850039664
Utility-Water Service Line,50 Central Park South,Manhattan,12/06/2016 12:02:38 PM,,40.71442154062271,-74.00607638041981
Transportation-Car,Cross Bronx Expressway & Webster Avenue,Bronx,12/27/2016 06:21:42 AM,12/27/2016 12:38:29 PM,40.84442117829582,-73.90277738766548
Fire-1st Alarm,101 East 116 St,Manhattan,08/31/2011 03:36:36 PM,08/31/2011 04:59:58 PM,40.799122401735325,-73.94277789756075
LawEnforcement-Device,W 233 St & Bailey Avenue,Bronx,09/01/2011 01:17:49 AM,09/01/2011 01:56:45 AM,,
LawEnforcement-Suspicious Package,E. 125th St & 1st Ave,Manhattan,09/01/2011 10:55:29 AM,09/01/2011 12:12:36 PM,,
Utility-Water Main,19 Granite Ave,Staten Island,12/12/2011 07:19:07 AM,12/12/2011 08:10:56 PM,40.637579459715276,-74.14700206823315
HazMat-oil spill,685 Saint Marks Ave,Brooklyn,12/13/2011 01:40:13 PM,12/13/2011 06:19:54 PM,40.67524158278718,-73.95053063426847
LawEnforcement-Suspicious Package,1 Madison Avenue,Manhattan,12/14/2011 11:16:25 AM,12/14/2011 12:41:47 PM,40.7409475071849,-73.98804808997602
LawEnforcement-Suspicious Package,14 Wall Street,Manhattan,12/14/2011 12:29:47 PM,12/14/2011 02:34:01 PM,40.70734628021534,-74.01099728403673
Fire-2nd Alarm,157-11 Sanford Avenue,Queens,12/08/2016 04:58:42 AM,,40.71400364095638,-73.82998933154158
Utility-Water Main,686 Lexington Ave,Manhattan,06/17/2012 08:06:17 PM,06/18/2012 01:23:21 PM,40.760547054935195,-73.96942197355587
Rescue-Injured Construction Worker,20  W 64 St,Manhattan,06/19/2012 10:02:57 AM,06/19/2012 11:04:01 AM,40.77142958926153,-73.98033458556027
Utility-Water Main,150 55th Street,Brooklyn,06/24/2013 11:21:52 AM,06/24/2013 01:40:22 PM,40.64694065898867,-74.02092961613678
Fire-1st Alarm,423 East 23rd Street,Manhattan,06/24/2013 10:56:20 AM,06/24/2013 01:42:33 PM,40.73646928388796,-73.97773240329774
Fire-10-76 (Commercial High Rise),121 Dekalb Ave,Brooklyn,11/04/2013 03:43:42 PM,11/04/2013 05:08:07 PM,40.68977809040224,-73.97745952425807
Fire-2nd Alarm,524 Broadway,Manhattan,11/04/2013 03:54:29 PM,11/04/2013 05:44:11 PM,40.72279980503017,-73.99898624028626
Utility-Water Service Line,271-11 76th Avenue,Queens,09/17/2013 07:10:00 AM,11/05/2013 07:22:29 PM,40.7540935135955,-73.7059756916513
HazMat-Fuel,455 Huguenot Avenue,Staten Island,11/06/2013 09:50:40 AM,11/06/2013 10:32:28 AM,40.54401262032951,-74.19769771668821
Utility-Sink Hole,154-20 29 Avenue,Queens,05/01/2014 09:57:16 AM,05/02/2014 06:40:45 PM,40.77171062619747,-73.8097568335889
Fire-1st Alarm,151 West 100 Street,New York,12/23/2016 01:36:49 PM,,40.71442154062271,-74.00607638041981
Fire-3rd Alarm,7 East 84 Street,Manhattan,03/14/2017 03:04:32 AM,,40.71442154062271,-74.00607638041981
Fire-Other,1322 Bedford Avenue,Brooklyn,12/10/2016 08:19:08 AM,12/10/2016 12:27:31 PM,40.678209632469645,-73.95290889992498
Law Enforcement-Suspicious Package,725 5 Avenue,Manhattan,12/27/2016 04:44:16 PM,12/27/2016 05:51:52 PM,40.71442154062271,-74.00607638041981
Law Enforcement-Other,,Brooklyn,02/21/2017 03:32:14 PM,,,
Fire-4th Alarm,1342 College Avenue,Bronx,03/01/2017 01:53:39 PM,,40.83625315865743,-73.91128251637423
Fire-1st Alarm,2800 Victory Blvd,Staten Island,02/23/2017 09:50:59 AM,02/23/2017 11:15:07 AM,40.60874547872197,-74.15378313318422
Utility-Manhole,,Brooklyn,02/23/2017 11:39:32 PM,02/24/2017 05:41:45 AM,,
Administration-Other,Seagirt Blvd & Beach 9 Street,Queens,11/14/2016 03:53:54 PM,02/26/2017 08:45:09 PM,40.71400364095638,-73.82998933154158
Transportation-Train Subway,West 33 Street & 10 Avenue,Manhattan,02/27/2017 05:43:41 AM,02/27/2017 06:31:56 AM,40.71442154062271,-74.00607638041981
